Label,pattern_size,pattern_energy
DSC_1021_RAB659v,81,2066.078951512
DSC_1021_RAB659v,86,2013.946015092
DSC_1021_RAB659v,91,1947.252939022
DSC_1021_RAB659v,96,1869.488494089
DSC_1021_RAB659v,101,1783.994051915
DSC_1021_RAB659v,106,1693.820533122
DSC_1021_RAB659v,111,1601.649736282
DSC_1021_RAB659v,116,1509.764138431
DSC_1023_RAB663d,1,113.631959378
DSC_1023_RAB663d,6,377.537549808
DSC_1023_RAB663d,11,373.749339159
DSC_1023_RAB663d,16,421.958179423
DSC_1023_RAB663d,21,480.639562096
DSC_1023_RAB663d,26,531.372250890
DSC_1023_RAB663d,31,568.535993550
DSC_1023_RAB663d,36,590.801998026
DSC_1023_RAB663d,41,599.167766699
DSC_1023_RAB663d,46,596.092468121
DSC_1023_RAB663d,51,584.387307212
DSC_1023_RAB663d,56,566.602455055
DSC_1023_RAB663d,61,544.861603734
DSC_1023_RAB663d,66,520.869029610
DSC_1023_RAB663d,71,495.947615533
DSC_1023_RAB663d,76,471.077535498
DSC_1023_RAB663d,81,446.940616705
DSC_1023_RAB663d,86,423.974378112
DSC_1023_RAB663d,91,402.430026512
DSC_1023_RAB663d,96,382.427166232
DSC_1023_RAB663d,101,363.997745338
DSC_1023_RAB663d,106,347.118431688
DSC_1023_RAB663d,111,331.731841419
DSC_1023_RAB663d,116,317.759837297
DSC_1024_RAB663v,1,265.195669272
DSC_1024_RAB663v,6,1015.465657116
DSC_1024_RAB663v,11,1184.997428008
DSC_1024_RAB663v,16,1349.433132161
DSC_1024_RAB663v,21,1529.394173454
DSC_1024_RAB663v,26,1655.846256197
DSC_1024_RAB663v,31,1691.706994445
DSC_1024_RAB663v,36,1639.648793459
DSC_1024_RAB663v,41,1524.003876283
DSC_1024_RAB663v,46,1373.554217426
DSC_1024_RAB663v,51,1212.327114680
DSC_1024_RAB663v,56,1056.941801210
DSC_1024_RAB663v,61,917.237684242
DSC_1024_RAB663v,66,797.940725126
DSC_1024_RAB663v,71,700.290828067
