Label,pattern_size,pattern_energy
DSC_1088_RAB932d,101,298.360213174
DSC_1088_RAB932d,106,285.432752347
DSC_1088_RAB932d,111,274.299688600
DSC_1088_RAB932d,116,264.713617100
DSC_1089_RAB933d,1,95.018929934
DSC_1089_RAB933d,6,457.493750556
DSC_1089_RAB933d,11,520.711266980
DSC_1089_RAB933d,16,488.774847243
DSC_1089_RAB933d,21,449.329066842
DSC_1089_RAB933d,26,423.523380536
DSC_1089_RAB933d,31,410.056393413
DSC_1089_RAB933d,36,400.399473706
DSC_1089_RAB933d,41,387.767920789
DSC_1089_RAB933d,46,370.361111617
DSC_1089_RAB933d,51,349.730519020
DSC_1089_RAB933d,56,328.332351945
DSC_1089_RAB933d,61,308.162355839
DSC_1089_RAB933d,66,290.402994233
DSC_1089_RAB933d,71,275.549269768
DSC_1089_RAB933d,76,263.645052542
DSC_1089_RAB933d,81,254.478077006
DSC_1089_RAB933d,86,247.707068888
DSC_1089_RAB933d,91,242.938247921
DSC_1089_RAB933d,96,239.772524498
DSC_1089_RAB933d,101,237.835229146
DSC_1089_RAB933d,106,236.794461145
DSC_1089_RAB933d,111,236.370015349
DSC_1089_RAB933d,116,236.335162301
DSC_1092_RAB933v,1,175.538804872
DSC_1092_RAB933v,6,800.627130862
DSC_1092_RAB933v,11,1287.536018050
DSC_1092_RAB933v,16,1527.841170681
DSC_1092_RAB933v,21,1635.276802693
DSC_1092_RAB933v,26,1679.922608821
DSC_1092_RAB933v,31,1664.420114353
DSC_1092_RAB933v,36,1594.995975012
DSC_1092_RAB933v,41,1489.715079470
DSC_1092_RAB933v,46,1367.578660842
DSC_1092_RAB933v,51,1243.286451483
DSC_1092_RAB933v,56,1126.862960130
DSC_1092_RAB933v,61,1024.521958070
DSC_1092_RAB933v,66,939.497943526
DSC_1092_RAB933v,71,872.689890779
DSC_1092_RAB933v,76,823.196163015
DSC_1092_RAB933v,81,788.839678692
DSC_1092_RAB933v,86,766.725488793
DSC_1092_RAB933v,91,753.774394322
DSC_1092_RAB933v,96,747.136924066
DSC_1092_RAB933v,101,744.427642615
DSC_1092_RAB933v,106,743.797562403
DSC_1092_RAB933v,111,743.899708687
DSC_1092_RAB933v,116,743.804784989
DSC_1101_RAB937d,1,116.459512498
DSC_1101_RAB937d,6,530.857185484
DSC_1101_RAB937d,11,574.035520155
DSC_1101_RAB937d,16,601.936158354
DSC_1101_RAB937d,21,643.173761491
DSC_1101_RAB937d,26,678.365402769
DSC_1101_RAB937d,31,700.557359069
DSC_1101_RAB937d,36,707.506949793
DSC_1101_RAB937d,41,700.162581989
DSC_1101_RAB937d,46,681.467781882
DSC_1101_RAB937d,51,654.742014369
DSC_1101_RAB937d,56,622.885441462
DSC_1101_RAB937d,61,588.208769939
DSC_1101_RAB937d,66,552.479214962
DSC_1101_RAB937d,71,517.005476386
DSC_1101_RAB937d,76,482.719523649
DSC_1101_RAB937d,81,450.251256437
DSC_1101_RAB937d,86,419.994968867
DSC_1101_RAB937d,91,392.165000281
DSC_1101_RAB937d,96,366.840239160
DSC_1101_RAB937d,101,343.998004340
DSC_1101_RAB937d,106,323.540430649
DSC_1101_RAB937d,111,305.315720440
DSC_1101_RAB937d,116,289.136389060
